Time Occurred 6:18 PM,,,,,
Summary: Vehicle vs. Bicyclist,,,,,
Disposition: Referred To Other Agency‐San Diego Police,,,,,
Assist Other Agency,,,,,
Gilman Dr,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922052,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 6:22 PM,,,,,
Summary: San Diego Police requesting assistance with report of possible bomb threat,,,,,
Disposition: Unable To Locate,,,,,
Injury,,,,,
The Village West Bldg 2,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922053,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 6:44 PM,,,,,
"Summary: Adult female tripped and fell, possible broken ankle",,,,,
Disposition: Information Only,,,,,
Injury,,,,,
Sixth College Apartments,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922067,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 9:48 PM,,,,,
"Summary: Young female has cut to finger, won't stop bleeding",,,,,
Disposition: Transported To Hospital,,,,,
Assist Other Agency,,,,,
The Village Bldg 1,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922072,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 10:02 PM,,,,,
Summary: Residential Security Officer making alcohol contact,,,,,
Disposition: Information Only,,,,,
Noise Disturbance,,,,,
Central Mesa Apartments,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922073,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 10:04 PM,,,,,
Summary:,,,,,
Disposition: Will Cooperate,,,,,
Citizen Contact,,,,,
Warren Student Activity Center,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922075,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 10:12 PM,,,,,
Summary: Suspicious person,,,,,
Disposition: Information Only,,,,,
Citizen Contact,,,,,
Marshall Apartments West,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922081,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 10:38 PM,,,,,
Summary: Marijuana contact,,,,,
Disposition: Field Interview,,,,,
Drunk In Public,,,,,
Great Hall,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922088,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 10:54 PM,,,,,
Summary:,,,,,
Disposition: Checks OK,,,,,
Skateboard Stop,,,,,
Voigt Dip,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922091,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 11:03 PM,,,,,
Summary:,,,,,
Disposition: Field Interview,,,,,
Noise Disturbance,,,,,
Central Mesa Apartments,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922094,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 11:11 PM,,,,,
Summary: Loud party,,,,,
Disposition: Will Cooperate,,,,,
Traffic Control,,,,,
The Village Bldg 1,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922095,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 11:13 PM,,,,,
Summary: Assisting tow truck,,,,,
Disposition: Information Only,,,,,
Alcohol Contact,,,,,
The Village West Bldg 1,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922096,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 11:15 PM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Alcohol Contact,,,,,
Village East 5,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922097,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 11:16 PM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Disturbance,,,,,
The Village Bldg 1,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922107,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 11:54 PM,,,,,
Summary: Possible fight on upper floor,,,,,
Disposition: Closed By Adult Arrest,,,,,
Disturbance,,,,,
Central Mesa Apartments,,,,,
Date Reported 9/22/2012,,,,,
Incident/Case# 120922108,,,,,
Date Occurred 9/22/2012,,,,,
Time Occurred 11:59 PM,,,,,
Summary: Loud party,,,,,
Disposition: Will Cooperate,,,,,
Information,,,,,
Lot 705,,,,,
Date Reported 9/7/2012,,,,,
Incident/Case# 120907001,,,,,
Date Occurred 9/7/2012,,,,,
Time Occurred 1:08 AM,,,,,
Summary: Unoccupied go cart,,,,,
Disposition: Checks OK,,,,,
Assist Other Agency,,,,,
Blacks Beach,,,,,
Date Reported 9/7/2012,,,,,
Incident/Case# 120907009,,,,,
Date Occurred 9/7/2012,,,,,
Time Occurred 8:30 AM,,,,,
Summary: San Diego Fire & Lifeguard need gate opened for emergency response for subject who fell off,,,,,
the cliff,,,,,
Disposition: Information Only,,,,,
Citizen Flagdown,,,,,
North Torrey Pines Rd,,,,,
Date Reported 9/7/2012,,,,,
Incident/Case# 120907015,,,,,
Date Occurred 9/7/2012,,,,,
Time Occurred 10:23 AM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Non Injury Accident,,,,,
Music Building‐Loading Dock,,,,,
Date Reported 9/7/2012,,,,,
Incident/Case# 2012‐1017,,,,,
Date Occurred 9/7/2012,,,,,
Time Occurred 11:20 AM,,,,,
"Summary: Collision, UC vehicle vs. private vehicle",,,,,
Disposition: Report Taken,,,,,
Demonstration,,,,,
Torrey Pines Center South,,,,,
Date Reported 9/7/2012,,,,,
Incident/Case# 120907020,,,,,
Date Occurred 9/7/2012,,,,,
Time Occurred 12:47 PM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Citizen Flagdown,,,,,
Engineer Ln,,,,,
Date Reported 9/7/2012,,,,,
Incident/Case# 120907025,,,,,
Date Occurred 9/7/2012,,,,,
Time Occurred 2:42 PM,,,,,
"Summary: Officer initiated contact, suspicious person",,,,,
Disposition Field Interview,,,,,
Non Injury Accident,,,,,
La Jolla Village Dr/Regents Rd,,,,,
Date Reported 9/7/2012,,,,,
Incident/Case# 120907038,,,,,
Date Occurred 9/7/2012,,,,,
Time Occurred 9:09 PM,,,,,
"Summary: Collision, involved motorists exchanging information",,,,,
Disposition: Information Only,,,,,
Suspicious Person,,,,,
Scholars Dr North,,,,,
Date Reported 9/7/2012,,,,,
Incident/Case# 120907043,,,,,
Date Occurred 9/7/2012,,,,,
Time Occurred 11:38 PM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Welfare Check,,,,,
Muir Apartments,,,,,
Date Reported 9/17/2012,,,,,
Incident/Case# 120917006,,,,,
Date Occurred 9/17/2012,,,,,
Time Occurred 6:01 AM,,,,,
Summary: Caller unable to get ahold of brother over telephone,,,,,
Disposition: Information Only,,,,,
Information,,,,,
Bellakaren Place,,,,,
Date Reported 9/17/2012,,,,,
Incident/Case# 120917009,,,,,
Date Occurred 9/17/2012,,,,,
Time Occurred 7:49 AM,,,,,
Summary: UC vehicle left in the same spot for over a month,,,,,
Disposition: Referred To Other Agency‐Garage,,,,,
Grand Theft,,,,,
Lot 603/Construction Site,,,,,
Date Reported 9/17/2012,,,,,
Incident/Case# 2012‐1043,,,,,
Date Occurred 8/10/2012‐9/17/2012,,,,,
Time Occurred 4:00 PM‐6:30 AM,,,,,
"Summary: Loss: $3,800.00",,,,,
Disposition: Report Taken,,,,,
Burglary Alarm,,,,,
Leichtag Biomedical,,,,,
Date Reported 9/17/2012,,,,,
Incident/Case# 120917032,,,,,
Date Occurred 9/17/2012,,,,,
Time Occurred 5:08 PM,,,,,
Summary:,,,,,
Disposition: False Alarm,,,,,
Disturbance,,,,,
South Mesa Apartments,,,,,
Date Reported 9/17/2012,,,,,
Incident/Case# 120917041,,,,,
Date Occurred 9/17/2012,,,,,
Time Occurred 10:33 PM,,,,,
Summary: Loud party,,,,,
Disposition: Will Cooperate,,,,,
Noise Disturbance,,,,,
Central Mesa Apartments,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911002,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 12:27 AM,,,,,
Summary: Loud talking and smoking,,,,,
Disposition: Will Cooperate,,,,,
Hit & Run,,,,,
Cardiovascular Center,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 2012‐1023,,,,,
Date Occurred 9/07/2012‐09/08/2012,,,,,
Time Occurred 6:45 PM‐4:00 AM,,,,,
Summary:,,,,,
Disposition: Report Taken,,,,,
Non Injury Accident,,,,,
Lot 017,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911011,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 7:20 AM,,,,,
Summary: Involved motorists exchanged information,,,,,
Disposition: Information Only,,,,,
Petty Theft,,,,,
Natural Sciences Bldg,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911016,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 9:01 AM,,,,,
Summary: Suspicious person seen walking away with television,,,,,
Disposition: Unable To Locate,,,,,
Grand Theft,,,,,
Pharmaceutical Sciences‐ Construction Site,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911021,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 11:20 AM,,,,,
"Summary: Loss: $10,000.00",,,,,
Disposition: Report Taken,,,,,
Citizen Contact,,,,,
Humanities and Social Sciences,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911024,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 11:51 AM,,,,,
Summary: Complaint of transient possibly living inside building,,,,,
Disposition Information Only,,,,,
Unknown Injury Accident,,,,,
Villa La Jolla Dr/Gilman Dr,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 2012‐1024,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 11:50 AM,,,,,
Summary: Two vehicle involved collision with minor injuries,,,,,
Disposition: Report Taken,,,,,
Medical Aid,,,,,
Rebecca and John Moores Cancer Center,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911029,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 1:21 PM,,,,,
Summary: Elderly adult male requesting medics for pain,,,,,
Disposition: Referred To Other Agency‐Moores Security/Medics,,,,,
Citizen Flagdown,,,,,
Gilman Dr/Voigt Dr,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911037,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 5:11 PM,,,,,
Summary: Suspicious person,,,,,
Disposition: Checks OK,,,,,
Information,,,,,
Center For Molecular Medicine,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911038,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 5:23 PM,,,,,
Summary: Reporting party concerned about a water leak that may be a potential fire hazard,,,,,
Disposition: Referred To Other Agency‐EH&S,,,,,
Assist Other Agency,,,,,
Redwood Dr,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911039,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 8:00 PM,,,,,
Summary: Bird inside office hitting window/attempting to fly out,,,,,
Disposition: Checks OK,,,,,
Animal Call,,,,,
Lot 701,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911040,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 8:03 PM,,,,,
Summary: Rattlesnake by side of the road,,,,,
Disposition: Referred To Other Agency‐Animal Control,,,,,
Noise Disturbance,,,,,
Del Sol Apartments,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911043,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 10:00 PM,,,,,
Summary: Loud talking,,,,,
Disposition: Will Cooperate,,,,,
Disturbance,,,,,
Bates Hall,,,,,
Date Reported 9/11/2012,,,,,
Incident/Case# 120911045,,,,,
Date Occurred 9/11/2012,,,,,
Time Occurred 10:55 PM,,,,,
Summary: Glass bottles being thrown from 3rd floor balcony,,,,,
Disposition: Unable To Locate,,,,,
Marijuana Contact,,,,,
Lot 406,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924003,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:08 AM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Alcohol Contact,,,,,
Sixth College Apartments,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924005,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:15 AM,,,,,
Summary:,,,,,
Disposition: Information,,,,,
Assist Other Agency,,,,,
Asante Hall‐I Walk,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924006,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:16 AM,,,,,
Summary: Resident Advisor requesting assistance with breaking up group on I walk,,,,,
Disposition: Information Only,,,,,
Alcohol Contact,,,,,
Cuzco Hall,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 2012‐1066,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:27 AM,,,,,
Summary:,,,,,
Disposition: Closed By Adult Arrest,,,,,
Alcohol Contact,,,,,
Lot 406,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924010,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:28 AM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Quiet Hours Contact,,,,,
Village East 1,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924011,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:31 AM,,,,,
Summary:,,,,,
Disposition Will Cooperate,,,,,
Quiet Hours Contact,,,,,
Sixth College Apartments,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924013,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:48 AM,,,,,
Summary:,,,,,
Disposition: Will Cooperate,,,,,
Quiet Hours Contact,,,,,
Stewart Hall,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924018,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 1:11 AM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Welfare Check,,,,,
Gilman Parking Structure,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 2012‐1067,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 1:18 AM,,,,,
Summary: Public intoxication,,,,,
Disposition: Transported to Detox,,,,,
Marijuana Contact,,,,,
The Village Bldg 1,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924020,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 1:20 AM,,,,,
Summary: Strong smell of marijuana,,,,,
Disposition: Will Cooperate,,,,,
Quiet Hours Contact,,,,,
Frankfurter Hall,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924021,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 1:26 AM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Quiet Hours Contact,,,,,
Frankfurter Hall,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924022,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 1:32 AM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Vandalism,,,,,
Marshall Apartments East,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 2012‐1068,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 1:30 AM,,,,,
"Summary: Pine cone through second floor window, damage: $150.00",,,,,
Disposition: Report Taken,,,,,
Alcohol Contact,,,,,
Village East 2,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924025,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 1:45 AM,,,,,
Summary:,,,,,
Disposition: Field Interview,,,,,
Quiet Hours Contact,,,,,
Harlan Hall,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924028,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 2:06 AM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Quiet Hours Contact,,,,,
Brennan Hall,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924029,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 2:13 AM,,,,,
Summary:,,,,,
Disposition: Will Cooperate,,,,,
Disturbance,,,,,
Cuzco Hall,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924030,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 2:18 AM,,,,,
Summary: Loud party,,,,,
Disposition: Will Cooperate,,,,,
Assist Other Agency,,,,,
The Village Bldg 5,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924031,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 2:30 AM,,,,,
"Summary: Assistance with identifying two subjects, unable to prove affiliation",,,,,
Disposition: Information Only,,,,,
Assist Other Agency,,,,,
The Village Bldg 2,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924034,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 2:56 AM,,,,,
"Summary: Disturbance/party, Resident Advisor making  contact requesting assistance",,,,,
Disposition: Information Only,,,,,
Alcohol Contact,,,,,
Sixth College Apartments,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924037,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 3:59 AM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Medical Aid,,,,,
Sixth College Apartments,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924039,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 4:38 AM,,,,,
Summary: Young adult female with rapid heart rate,,,,,
Disposition: Transported To Hospital,,,,,
Recovered Stolen Vehicle,,,,,
Campus Services Complex Bldg C,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 2012‐1069,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 8:00 AM,,,,,
Summary:,,,,,
Disposition: Report Taken,,,,,
Information,,,,,
Blacks Beach Gate,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924060,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 8:45 AM,,,,,
Summary: Found gate lock cut,,,,,
Disposition: Referred To Other Agency‐Facilities Management,,,,,
Animal Call,,,,,
Hopkins Parking Structure,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924062,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 9:41 AM,,,,,
Summary: Dog inside vehicle unoccupied,,,,,
Disposition: Cited,,,,,
Illegal Camping,,,,,
Coast/Expedition Way: Wooded Area,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924063,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 9:56 AM,,,,,
Summary:,,,,,
Disposition: Referred To Other Agency‐Facilities Management,,,,,
Injury,,,,,
Argo Hall,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 2012‐1070,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 10:00 AM,,,,,
"Summary: Young adult female slipped and fell in shower, hit head on tiled step",,,,,
Disposition: Transported To Hospital,,,,,
Stolen Vehicle,,,,,
Lot 705,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 2012‐1071,,,,,
Date Occurred 9/23/2012‐9/24/2012,,,,,
Time Occurred 9:00 PM‐10:45 AM,,,,,
Summary:,,,,,
Disposition: Report Taken,,,,,
Illegal Parking,,,,,
Regents Rd/Genesee Ave,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924069,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 11:37 AM,,,,,
Summary:,,,,,
Disposition: Cited,,,,,
Information,,,,,
Student Services Center,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924071,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 11:45 AM,,,,,
"Summary: Known subject in area, known to cause disturbances",,,,,
Disposition: Information Only,,,,,
Incomplete Wireless 911 Call,,,,,
Thurgood Marshall Activity Center,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924072,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 11:58 AM,,,,,
Summary:,,,,,
Disposition: Checks OK,,,,,
Preserve The Peace,,,,,
UCTR,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 2012‐1072,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:15 PM,,,,,
Summary:,,,,,
Disposition: Information Only,,,,,
Annoying/Harassing Phone Call,,,,,
IGPP,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 2012‐1072,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:42 PM,,,,,
Summary:,,,,,
Disposition: Report Taken,,,,,
Suicide Attempt,,,,,
The Village Bldg 7,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924076,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 12:57 PM,,,,,
Summary: Subject made suicidal threats to reporting party,,,,,
Disposition: Checks OK,,,,,
Burglary Alarm,,,,,
Engineering Bldg Unit 3A,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924079,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 2:54 PM,,,,,
Summary:,,,,,
Disposition: False Alarm,,,,,
Welfare Check,,,,,
Hopkins Parking Structure,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924080,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 3:04 PM,,,,,
"Summary: Suspicious person, appears to be confused/disoriented",,,,,
Disposition: Checks OK,,,,,
Citizen Contact,,,,,
UCSD Police Department,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924081,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 4:08 PM,,,,,
Summary: Temporary restraining order notification,,,,,
Disposition: Information Only,,,,,
Petty Theft,,,,,
Engineering Bldg Unit 3A,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924084,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 6:15 PM,,,,,
Summary: Reporting party stated will make online report,,,,,
Disposition: Gone On Arrival,,,,,
Burglary Alarm,,,,,
Outback Adventures,,,,,
Date Reported 9/24/2012,,,,,
Incident/Case# 120924085,,,,,
Date Occurred 9/24/2012,,,,,
Time Occurred 6:29 PM,,,,,
Summary:,,,,,
Disposition: Checks OK,,,,,
Bicyclist Stop,,,,,
