,Event,Location,Date Reported,Incident/Case#,Date Occurred,Time Occurred,Summary:,Disposition:
29,Noise Disturbance,Central Mesa Apartments,9/29/2016,1609290078,9/29/2016,9:29 PM,Clarinet being played and loud talking,Quiet On Arrival
30,Welfare Check,Asia Hall,9/29/2016,1609290079,9/29/2016,9:32 PM,"Report of hearing screaming from unknown female, possibly in distress",Unable To Locate
31,Hazard Situation,Interstate 5/Nobel Dr,9/29/2016,1609290081,9/29/2016,9:53 PM,,Referred To Other Agency
32,Noise Disturbance,Marshall Res Halls,9/29/2016,1609290085,9/29/2016,10:00 PM,,Referred To Student Conduct
33,Bicyclist Stop,Voigt Dr/Lot 701,9/29/2016,1609290086,9/29/2016,10:01 PM,,Verbal Warning Issued
34,Alcohol Contact,Marshall Res Halls,9/29/2016,1609290088,9/29/2016,10:06 PM,,Referred To Student Conduct
35,Noise Disturbance,The Village West Building 8,9/29/2016,1609290091,9/29/2016,10:15 PM,Gathering of 10 to 15 people,Will Cooperate
36,Disturbance ‐ Party,The Village West Building 1,9/29/2016,1609290092,9/29/2016,10:16 PM,,Will Cooperate
37,Vehicle Impound,Torrey Pines Scenic Dr,9/29/2016,2016‐1279,9/29/2016,10:26 PM,Expired registration,Vehicle Impounded
38,Suspicious Person,Blackgold Rd,9/29/2016,1609290095,9/29/2016,10:59 PM,,Unable To Locate
39,Noise Disturbance,Goldberg Hall,9/29/2016,1609290097,9/29/2016,11:17 PM,Loud yelling and talking,Referred To Student Conduct
40,Noise Disturbance,Goldberg Hall,9/29/2016,1609290098,9/29/2016,11:20 PM,Loud singing and yelling,Cancelled
41,Stalking,Tioga Hall,9/29/2016,2016‐1281,9/29/2016,11:22 PM,Report of possible stalking,Report Taken
42,Disturbance ‐ Party,The Village West Building 6,9/29/2016,1609290102,9/29/2016,11:38 PM,,Quiet On Arrival
43,Petty Theft ‐ Bicycle,1 Miramar Street,9/29/2016,2016‐1307,9/29/2016,2:00 AM‐8:00 AM,Loss $300.00,Online Report
44,Shoplifting,Sunshine Market,9/29/2016,2016‐1307,9/29/2016,2:00 AM‐8:00 AM,"Student selected, concealed and failed to pay for food item, loss <$99.99",Referred To Student Conduct
45,Noise Disturbance,Marshall Apartments West,9/30/2016,1609300002,9/30/2016,12:04 AM,,Quiet On Arrival
46,Medical Aid,Marshall Apartments West,9/30/2016,1609300003,9/30/2016,12:12 AM,Subject with nose bleed,Service Provided
47,Marijuana Contact,Frankfurter Hall,9/30/2016,1609300005,9/30/2016,12:30 AM,"Odor of marijuana, four unknown males seen smoking, but unknown if marijuana",Gone On Arrival
48,Citizen Contact,Justice Ln,9/30/2016,1609300006,9/30/2016,12:44 AM,RSO contacted four males,Referred To Student Conduct
49,Disturbance,Tenaya Hall,9/30/2016,1609300011,9/30/2016,2:02 AM,Smoking contact,Referred To Student Conduct
50,Bicyclist Stop,Lot 302,9/30/2016,1609300030,9/30/2016,7:58 AM,,Verbal Warning Issued
51,Bicyclist Stop,Lyman Ln/Voigt Dr,9/30/2016,1609300033,9/30/2016,8:07 AM,,Verbal Warning Issued
52,Vandalism,SIO Admin,9/30/2016,2016‐1282,9/30/2016,9:47 AM,"Graffiti, damage $300.00",Report Taken
53,Citizen Contact,Central Research Services Facility,9/30/2016,1609300042,9/30/2016,10:12 AM,Request to speak with officer regarding suspicious message/phone call on work and personal cell phone,Service Provided
54,Security Alarm,Women's Resource Center,9/30/2016,109300044,9/30/2016,10:17 AM,,False Alarm
55,Bicyclist Stop,Gilman Dr/Voigt Dr,9/30/2016,1609300046,9/30/2016,10:52 AM,,Verbal Warning Issued
56,Medical Aid,Caroline's Café,9/30/2016,1609300048,9/30/2016,11:54 AM,"Adult female passed out and hit head, paramedics responded, medical transportation declined",Service Provided
57,Information,VA Bridge/Stein,9/30/2016,1609300049,9/30/2016,12:15 PM,Complaint of bike racks  with bicycles attached removed from location with out notification to owners,Impounded/Returned To Owner
58,Bicyclist Stop,Pangea Parking Structure,9/30/2016,1609300056,9/30/2016,2:00 PM,,Verbal Warning Issued
59,Burglary,Bookstore,9/30/2016,2016‐1283,8/8/2016,Unknown,"Unidentified male used fraudulent credit card to purchase merchandise, loss $2,514.92",Report Taken
60,Petty Theft ‐ Bicycle,Marshall Apartments West,9/30/2016,1609300059,9/30/2016,2:16 PM,Reporting party will come back to finish reporting at later date,Information Only
61,Information,Solis Hall,9/30/2016,1609300062,9/30/2016,3:22 PM,Reporting party's ex‐boyfriend threatening to post nude screenshots of RP on internet,Information Only
62,Skateboard Stop,Old Southwest Fisheries,9/30/2016,1609300073,9/30/2016,6:00 PM,,Field Interview
63,Security Alarm,Geisel Library,9/30/2016,1609300076,9/30/2016,6:32 PM,,False Alarm
64,Fire Alarm,Stephen Birch Aquarium,9/30/2016,1609300079,9/30/2016,7:19 PM,,False Alarm
65,Suspicious Person,Marshall Apartments East,9/30/2016,1609300083,9/30/2016,8:43 PM,,Unable To Locate
66,Citizen Flagdown,School Of Medicine,9/30/2016,1609300086,9/30/2016,9:26 PM,Directions needed,Service Provided
67,Security Alarm,Leichtag Biomedical Building,9/30/2016,1609300087,9/30/2016,9:27 PM,,False Alarm
68,Disturbance ‐ Party,The Village West Building 1,9/30/2016,1609300096,9/30/2016,11:01 PM,Resident Advisor requesting RSO check floors for possible party,Information Only
69,Suspicious Person,Tioga Hall,9/30/2016,1609300098,9/30/2016,11:37 PM,,Checks OK
70,Drunk In Public,The Village West Building 1,9/30/2016,1609300100,9/30/2016,11:43 PM,,Referred To Student Conduct
71,Suspicious Vehicle,Lot 002,9/1/2016,1609010001,9/1/2016,1:05 AM,,Checks Ok
72,Excessive Alcohol,La Jolla Del Sol Apartments,9/1/2016,2016‐1154,9/1/2016,3:09 AM,Intoxicated male fell off bicycle and hit his head and scraped arms,Transported To Hospital
73,Information,Rebecca and John Moores Cancer Center,9/1/2016,1609010011,9/1/2016,7:20 AM,Security alarm,Information Only
74,Welfare Check,The Village West,9/1/2016,1609010012,9/1/2016,7:26 AM,"Reporting Party has not heard from son since the morning before, states her son usually calls her every morning",Service Provided
75,Non Injury Collision,Interstate 5/ Genesee Ave,9/1/2016,1609010022,9/1/2016,9:15 AM,UC Vehicle possibly hit 2 vehicles,Referred to Other Agency
76,Panic Alarm,UCTR 112,9/1/2016,1609010023,9/1/2016,9:16 AM,,False Alarm
77,Non Injury Collision,Campus Services Complex Bldg G,9/1/2016,1609010025,9/1/2016,10:21 AM,,Service Provided
78,Illegal Camping,Naga Way,9/1/2016,1609010026,9/1/2016,10:50 AM,,Checks Ok
79,Reckless Driving,Salk Institute,9/1/2016,1609010035,9/1/2016,2:01 PM,,Checks Ok
80,Grand Theft,Center for Creative Leadership,9/1/2016,2016‐1156,8/11/2016‐9/1/2016,5:30 PM‐12:30 PM,"Unknown suspect(s) removed several dell laptops from unlocked/unsecured supply room, loss $8,000.02",Report Taken
81,Lost Property,PD Storefront,9/1/2016,1609010042,9/1/2016,2:57 PM,Found cooler and set of keys,Service Provided
82,Hit & Run ‐ No Injury,VA Hospital,9/1/2016,2016‐1157,9/1/2016,5:30 AM‐2:30 PM,,Report Taken
83,Hit & Run ‐ No Injury,Hopkins Parking Structure,9/1/2016,2016‐1158,8/26/2016,8:30 AM‐5:30 PM,,Report Taken
84,Citizen Contact,Galbraith Hall,9/1/2016,1609010054,9/1/2016,10:49 PM,Smoking Contact,Referred To Student Conduct
85,Excessive Alcohol,The Village Building 2,9/24/2016,2016‐1242,9/24/2016,12:05 AM,Officer observed intoxicated male student being carried by two other males,Transported To Hospital
86,Alcohol Contact,Tamarack Apartments,9/24/2016,1609240003,9/24/2016,12:13 AM,,Referred To Student Conduct
87,Alcohol Contact,Marshall Apartments East,9/24/2016,1609240004,9/24/2016,12:29 AM,,Referred To Student Conduct
88,Disturbance,The Village Building 1,9/24/2016,1609240007,9/24/2016,12:52 AM,Resident Advisor requested officers for subjects possible on 15th floor,Information Only
89,Quiet Hours Contact,Frankfurter Hall,9/24/2016,1609240009,9/24/2016,1:34 AM,,Referred To Student Conduct
90,Suspicious Vehicle,Lot 304,9/24/2016,1609240010,9/24/2016,1:41 AM,,Checks OK
91,Welfare Check,The Village West Building 6,9/24/2016,1609240013,9/24/2016,4:24 AM,Report of intoxicated adult male on floor of apartment,Checks OK
92,Assist Other Agency,Genesee Ave,9/24/2016,1609240014,9/24/2016,4:58 AM,San Diego Police requesting assistance with traffic collision,Service Provided
93,Grand Theft,Cardiovascular Center,9/24/2016,1609240024,9/23/2016,4:00 PM‐5:00 PM,Second hand report of patient stating their passport was stolen from room,Service Provided
94,Signal Light Malfunction,Voigt Dr/Campus Point Dr,9/24/2016,1609240026,9/24/2016,10:05 AM,,Referred To Other UCSD Department
95,Non Injury Collision,Regents Rd,9/24/2016,1609240029,9/24/2016,11:01 AM,,Checks OK
96,Information,Central Mesa Apartments,9/24/2016,1609240031,9/24/2016,11:51 AM,"Amazon driver involved in collision with motorcycle, other party was unable to and left, involved parties exchanged information",Information Only
97,Citizen Contact,UCSD Police Department,9/24/2016,1609240034,9/24/2016,1:15 PM,Property pick up,Service Provided
98,Security Alarm,Student Health,9/24/2016,1609240035,9/24/2016,1:49 PM,,Checks OK
99,Information,Student Center Building A,9/24/2016,1609240040,9/24/2016,4:15 PM,"Staff member concerned about possible non‐affiliate who claims to be student, subject known to sleep in various areas of campus, and has knowledge of door access codes",Information Only
100,Information,Campus Point Dr/Genesee Ave,9/24/2016,1609240044,9/24/2016,5:50 PM,"Per San Diego Police, received call of suspicious lunch bag left in street",Information Only
101,Security Alarm,RIMAC,9/24/2016,1609240046,9/24/2016,7:10 PM,,False Alarm
102,Suicide Attempt,Muir Apartments,9/24/2016,2016‐1243,9/24/2016,8:56 PM,,Transported To Hospital
103,Disturbance ‐ Party,North Mesa Apartments,9/24/2016,1609240050,9/24/2016,9:13 PM,,Will Cooperate
104,Fire Alarm,North Mesa Apartments,9/24/2016,1609240055,9/24/2016,9:27 AM,,False Alarm
105,Alcohol Contact,Tamarack Apartments,9/24/2016,1609240062,9/24/2016,10:55 PM,,Referred To Student Conduct
106,Citizen Contact,UCSD Police Department,9/11/2016,1609110006,9/11/2016,8:45 AM,"Student who lives off campus, receiving offensive and possibly threatening messages from subject on dating app.",Checks OK
107,Information,South Mesa Apartments,8/11/2016,1609110007,8/11/2016,1:00 AM‐8:00 AM,"Report of several pairs of shoes stolen from outside entry door, loss $500, reporting party will make report at later time",Information Only
108,Burglary To Vehicle,1 Miramar Parking Street,9/11/2016,2016‐1176,9/10/2016‐9/11/2016,8:00 PM‐9:00 AM,"Unknown suspect(s) used unknown tool to break into victim's vehicle and steal vehicle registration and GPS system, loss $50.00",Report Taken
109,Information,Torrey Pines Scenic Rd/North Torrey Pines Rd,9/11/2016,1609110011,9/11/2016,2:38 PM,Possibly minor injury traffic collision,Referred To Other Agency
110,Citizen Contact,Central Mesa Apartments,9/11/2016,1609110012,9/11/2016,2:42 PM,Reporting party believes neighbor might be in possession of stolen bicycle,Field Interview
111,Ticket Sign Off,UCSD Police Department,9/11/2016,1609110013,9/11/2016,3:15 PM,,Service Provided
112,Hazard Situation,Gilman Dr/Voigt Dr,9/11/2016,1609110016,9/11/2016,4:03 PM,Vehicles driving over metal plate that’s about to fall into trench,Service Provided
113,Suspicious Person,La Jolla Del Sol Apartments,9/11/2016,1609110018,9/11/2016,4:20 PM,,Gone On Arrival
114,Security Alarm,Leichtag Biomedical Building,9/11/2016,16091110019,9/11/2016,5:07 PM,,False Alarm
115,Welfare Check,Mayer Hall,9/11/2016,1609110027,9/11/2016,9:22 PM,Male walking around in underwear,Checks OK
116,Welfare Check,Lot 017,9/11/2016,1609110030,9/11/2016,9:34 PM,"Per CSO, adult male lying at end of parking lot near canyon",Information Only
117,Information,Engineer Ln/Voigt Dr,9/11/2016,1609110031,9/11/2016,9:36 PM,,Checks OK
118,Suspicious Person,South Mesa Apartments,9/11/2016,1609110032,9/11/2016,9:48 PM,,Checks OK
119,Quiet Hours Contact,Sixth College Building 706,9/11/2016,1609110034,9/11/2016,11:32 PM,,Will Cooperate
120,Illegal Parking,Chancellor House,9/17/2016,1609170004,9/17/2016,12:48 AM,,Cancelled
121,Excessive Alcohol,Voigt Dr/Hopkins Dr,9/17/2016,2016‐1192,9/17/2016,1:04 AM,Intoxicated male passed out on side of roadway,Transported To Hospital
122,Drunk Driving,Regents Rd,9/17/2016,1609170007,9/17/2016,3:12 AM,,Gone on Arrival
123,Information,Campus Services Complex Bldg B,9/17/2016,1609170008,9/17/2016,3:27 AM,"Reporting party concerned for friend who was taking Uber from downtown, friend advised RP she did not think the Uber driver was taking her home",Checks OK
124,Burglary,RIMAC Arena,9/17/2016,2016‐1193,6/10/2016‐9/16/2016,10:00 PM‐5:00 PM,"Unknown suspect(s) forcefully gained entry to locked storage room and removed victim's musical instruments, loss $600.00",Report Taken
125,Citizen Contact,Campus Services Complex Bldg B,9/17/2016,1609170019,9/17/2016,10:03 AM,Reporting Party attempted to purchase parking permit online and was declined because system showed there were already about 3‐4 permits out in her name,Checks OK
126,Fire Alarm,Marshall Apartments West,9/17/2016,1609170022,9/17/2016,11:34 AM,Accidental,False Alarm
127,Reckless Driving,Lot 504,9/17/2016,1609170034,9/17/2016,3:33 PM,,Unable to Locate
128,Lost Property,Scripps Ximed,9/17/2016,1609170035,9/17/2016,3:36 PM,Report of lost cell phone,Unable to Locate
129,Illegal Parking,Lot 357,9/17/2016,1609170043,9/17/2016,5:49 PM,,Checks OK
130,Non Injury Collision,East Campus Parking Structure,9/17/2016,2016‐1194,9/17/2016,6:50 AM‐7:40 PM,,Report Taken
131,Information,Bates Hall,9/17/2016,1609170048,9/17/2016,8:06 PM,Missed check in time,Referred to Other UCSD Department
132,Skateboard Stop,Lot 304,9/17/2016,1609170060,9/17/2016,10:02 PM,,Information Only
133,Noise Disturbance,Brennan Hall,9/17/2016,1609170063,9/17/2016,11:43 PM,Loud music,Referred To Student Conduct
134,Stolen Vehicle,Applied Physics & Math,9/7/2016,1609070033,9/7/2016,9:22 PM,"No stolen vehicle, UC cart found parked in Pangea parking structure",Service Provided
135,Lost Property,Student Services Center,9/7/2016,1609070040,9/7/2016,12:40 PM,Found credit card,Information Only
136,Petty Theft,Coast Apartments,9/7/2016,2016‐1168,9/6/2016‐9/7/2016,3:00 PM‐11:30 AM,"Unknown suspect(s) entered victim's unlocked vehicle and stole miscellaneous items, loss $235.00",Report Taken
137,Injury,Rita Atkinson Residences,9/7/2016,1609070056,9/7/2016,5:59 PM,Adult female cut finger  with kitchen knife and unable to control bleeding,Transported To Hospital
138,Suspicious Vehicle,Campus Point Dr/Genesee Ave,9/7/2016,1609070057,9/7/2016,6:21 PM,,Checks OK
139,Illegal Parking,Lot 020,9/7/2016,1609070060,9/7/2016,7:03 PM,,Cited
140,Suspicious Person,Tenaya Hall,9/7/2016,1609070063,9/7/2016,8:42 PM,,Unable To Locate
141,Injury,Canyon Vista,9/22/2016,2016‐1227,9/22/2016,12:18 AM,Skateboarding injury,Transported To Hospital
142,Welfare Check,Lot 504,9/22/2016,1609220005,9/22/2016,1:03 AM,Smoking contact,Referred To Student Conduct
143,Suspicious Vehicle,Voigt Dr/Equality Ln,9/22/2016,2016‐1228,9/22/2016,1:32 AM,"Officer observed two suspicious subjects exit and quickly walk away from a vehicle matching the description of a vehicle possibly previously involved in bicycle thefts, vehicle was found to have expired registration and impounded",Stay Away Order Issued
144,Fire Alarm,Pepper Canyon Hall,9/22/2016,1609220015,9/22/2016,6:08 AM,Steamer malfunction,False Alarm
145,Security Alarm,Galbraith Hall,9/22/2016,1609220019,9/22/2016,7:11 AM,,False Alarm
146,Violation Of Domestic Violence Restraining Order,"School Of Medicine, Building 3",9/22/2016,2016‐1229,9/22/2016,9:00 AM,Protected party received non‐threatening mail from restrained party,Report Taken
147,Suspicious Vehicle,Lot 604,9/22/2016,1609220024,9/22/2016,8:20 AM,,Checks OK
148,Citizen Contact,Stein Clinical Research Building,9/22/2016,1609220037,9/22/2016,9:40 AM,Request to speak with officer over parking issue,Service Provided
149,Disturbance,64 Degrees,9/22/2016,1609220052,9/22/2016,12:07 PM,Two student aged males jumping off concrete construction walls,Unable To Locate
150,Suspicious Vehicle,North Torrey Pines Court,9/22/2016,1609220053,9/22/2016,12:12 PM,,Unable To Locate
151,Illegal Parking,Pangea Dr/North Torrey Pines Rd,9/22/2016,1609220055,9/22/2016,12:24 PM,,Cited
152,Petty Theft,Loft,9/22/2016,2016‐1230,9/22/2016,12:15 PM‐12:27 PM,"Unknown suspect(s) removed victim's laptop from unattended backpack, loss $600.00",Report Taken
153,Citizen Flagdown,Voigt Dr/Justice Ln,9/22/2016,1609220057,9/22/2016,12:31 PM,Person walked out into middle of street,Service Provided
154,Fire Alarm,Student Center Building A,9/22/2016,1609220058,9/22/2016,12:37 PM,,Checks OK
155,Hit & Run ‐ No Injuries,Lot 208,9/22/2016,1609220062,9/22/2016,7:00 AM‐12:00 PM,"Involved parties exchanged information, no report wanted",Information Only
156,Bicyclist Stop,Voigt Dr/Matthews Ln,9/22/2016,1609220063,9/22/2016,1:17 PM,,Verbal Warning Issued
157,Lost Property,Price Center,9/22/2016,1609220066,9/22/2016,2:14 PM,Owner of lost wallet can see it inside PD substation,Service Provided
158,Citizen Contact,Revelle Provost,9/22/2016,1609220069,9/22/2016,3:25 PM,Concerns regarding a possible psych subject,Checks OK
159,Welfare Check,Revelle Apartments,9/22/2016,1609220070,9/22/2016,3:44 PM,Subject sitting on ledge of fleet building,Unable To Locate
160,Citizen Contact,UCSD Police Department,9/22/2016,1609220072,9/22/2016,3:54 PM,Complaint request,Gone On Arrival
161,Citizen Flagdown,Rock Bottom,9/22/2016,1609220074,9/22/2016,4:32 PM,"Non injury collision, involved parties exchanged information",Information Only
162,Welfare Check,Hopkins Ln/Voigt Dr,9/22/2016,2016‐1231,9/22/2016,5:16 PM,Psych subject,Transported To Hospital
163,Animal Call,UCTR 202,9/22/2016,1609220080,9/22/2016,5:57 PM,Family of raccoons on roof,Referred To Other UCSD Department
164,Skateboard Stop,Blacks Beach Gate,9/22/2016,1609220081,9/22/2016,6:06 PM,Report of two males skateboarding,Unable To Locate
165,Reckless Driving,North Torrey Pines Rd/North Point Dr,9/22/2016,1609220082,9/22/2016,6:22 PM,,Referred To Other Agency
166,Citizen Flagdown,La Jolla Farms Rd,9/22/2016,1609220083,9/22/2016,6:30 PM,"Report of vehicle burglary, no report desired",Referred To Other Agency
167,Vehicle Burglary,La Jolla Farms Rd,9/22/2016,2016‐1232,9/22/2016,3:15 PM‐5:40 PM,"Unknown suspect(s) broke window of victim's vehicle and stole a backpack and laptop, damage $300.00, loss $1, 210.00",Outside Agency Courtesy Report Taken
168,Suspicious Vehicle,Lot 309,9/22/2016,1609220086,9/22/2016,7:29 PM,,Information Only
169,Injury,Geisel Library,9/22/2016,2016‐1233,9/21/2016,8:00 PM,Solo skateboarding accident with injuries,Transported To Hospital
170,Noise Disturbance,Jacobs Medical Center,9/22/2016,1609220088,9/22/2016,8:44 PM,Loud party,Service Provided
171,Excessive Alcohol,Price Center East,9/22/2016,2016‐1234,9/22/2016,10:26 PM,Report of intoxicated male who fell inside event and had to be carried outside,Transported To Hospital
172,Drunk In Public,Price Center Turnaround,9/22/2016,2016‐1235,9/22/2016,10:37 PM,Subject issued citation and transported to detox,"Closed By Citation, Adult"
173,Public Intoxication,Price Center,9/22/2016,2016‐1236,9/22/2016,10:57 PM,Intoxicated male unable to exercise care for his own or others safety,Transported To Detox
174,Noise Disturbance,La Jolla Del Sol Apartments,9/22/2016,1609220101,9/22/2016,11:01 PM,Loud talking and stomping,Quiet On Arrival
175,Excessive Alcohol,Scholars Dr North/Muir College Dr,9/22/2016,2016‐1237,9/22/2016,11:30 PM,Intoxicated male was being picked up by paramedics after being found laying on sidewalk and vomiting,Transported To Hospital
176,Marijuana Contact,Lot 104,9/22/2016,1609220105,9/22/2016,11:31 PM,,Referred To Student Conduct
177,Welfare Check,Marshall Apartments East,9/22/2016,1609220107,9/22/2016,11:36 PM,Intoxicated male issued citation for minor consuming alcohol and released to sober friend,"Closed By Citation, Adult"
178,Noise Disturbance,La Jolla Del Sol Apartments,9/22/2016,1609220109,9/22/2016,11:44 PM,Loud stomping,Referred To Student Conduct
179,Alcohol Contact,Frankfurter Hall,9/22/2016,1609220110,9/22/2016,11:51 PM,,Checks OK
180,Petty Theft ‐ Bicycle,Warren Goldberg ‐ Bike Racks,9/22/2016,2016‐1249,9/21/2016‐9/22/2016,11:30 AM‐10:00 AM,Loss $689.00,Online Report
181,Noise Disturbance,The Village West Building 7,9/28/2016,1609280002,9/28/2016,12:16 AM,,Quiet On Arrival
182,Suspicious Person,The Village West Building 4,9/28/2016,2016‐1268,9/28/2016,12:40 AM,"Unknown subject entered reporting party's apartment, RP believed subject to possibly be intoxicated and entered wrong apartment",Report Taken
183,Information,The Village West Building 7,9/28/2016,1609280005,9/28/2016,1:07 AM,Dispute between roommates,Information Only
184,Lost Property,Pangea Dr/Scholars Dr North,9/28/2016,1609280006,9/28/2016,1:12 AM,Computer parts left at bus stop,Information Only
185,Information,Revelle Apartments,9/28/2016,7:25 AM,9/28/2016,7:25 AM,"Per Housing Maintenance, vehicle driving fast in area",Information Only
186,Citizen Flagdown,Altman CTRI Building,9/28/2016,1609280024,9/28/2016,8:03 AM,,Field Interview
187,Bicyclist Stop,Voigt Dr/Lot 510,9/28/2016,1609280044,9/28/2016,10:37 AM,,Cited
188,Skateboard Stop,Voigt Dr/Lot 510,9/28/2016,1609280049,9/28/2016,11:11 AM,,Verbal Warning Issued
189,Tow Request,Athena Parking Structure,9/28/2016,2016‐1269,9/28/2016,Unknown,,Vehicle Impounded
190,Bicyclist Stop,Lot 703,9/28/2016,1609280051,9/28/2016,11:18 AM,,Verbal Warning Issued
191,Fire Alarm,Supercomputer Center,9/28/2016,1609280059,9/28/2016,2:29 PM,,False Alarm
192,Lost Property,Lot 104,9/28/2016,1609280065,9/28/2016,4:09 PM,Keys left in vehicle,Service Provided
193,Gas/Water/Sewer Leak,North Torrey Pines Rd/Expedition Wy,9/28/2016,1609280066,9/28/2016,4:18 PM,,Referred To Other UCSD Department
194,Fire Alarm,North Mesa Apartments,9/28/2016,1609280074,9/28/2016,5:07 PM,Burnt food,Checks OK
195,Citizen Contact,North Mesa Apartments,9/28/2016,1609280081,9/28/2016,6:18 PM,Resident seen smoking outside,Referred To Other UCSD Department
196,Suspicious Person,Frankfurter Hall,9/28/2016,1609280086,9/28/2016,7:09 PM,,Unable To Locate
197,Burglary To Vehicle,Lot 208,9/28/2016,2016‐1270,9/25/2016‐9/28/2016,10:30 PM‐7:00 PM,"Unknown suspect(s) entered victim's locked vehicle by unknown means and stole several items, loss $105.00",Report Taken
198,Non Injury Collision,Blacks Beach Gate,9/28/2016,1609280088,9/28/2016,7:30 PM,Lifeguard truck hit object in roadway,Information Only
199,Fire Alarm,Warren Literature,9/28/2016,1609280090,9/28/2016,8:23 PM,Caused by contractors,False Alarm
200,Assist Other Agency,The Village East Building 1,9/28/2016,1609280093,9/28/2016,8:43 PM,Odor of marijuana,Unable To Locate
201,Hazard Situation,North Torrey Pines Rd/Pangea Dr,9/28/2016,1609280094,9/28/2016,8:47 PM,"Vehicle parked in roadway, blocking traffic",Checks OK
202,Skateboard Stop,Blake Hall,9/28/2016,1609280096,9/28/2016,8:56 PM,,Unable To Locate
203,Disturbance ‐ Party,Asia Hall,9/28/2016,1609280103,9/28/2016,11:20 PM,,Gone On Arrival
204,Incomplete Phone Call/911 Hang‐up,Sun God,9/28/2016,1609280104,9/28/2016,11:25 PM,,Checks OK
205,Citizen Contact,Radio Station Room,9/28/2016,2016‐1271,3/15/2016‐9/26/2016,11:00 AM‐12:00 PM,Report of possibly stolen guitar,Report Taken
206,Warrant Arrest,Price Center,9/28/2016,2016‐1272,9/28/2016,11:30 PM‐11:57 PM,,Closed By Adult Arrest
