index,review/appearance,review/aroma,review/overall,review/palate,review/taste
43169,3.9,3.9,3.9,3.9,3.9
13078,3.9,3.9,3.9,3.9,3.9
27117,3.9,3.9,3.9,3.9,3.9
45805,3.9,3.9,3.9,3.9,3.9
42083,3.9,3.9,3.9,3.9,3.9
43737,3.9,3.9,3.9,3.9,3.9
10888,3.9,3.9,3.9,3.9,3.9
40861,3.9,3.9,3.9,3.9,3.9
36315,3.9,3.9,3.9,3.9,3.9
24973,3.9,3.9,3.9,3.9,3.9
46860,3.9,3.9,3.9,3.9,3.9
39120,3.9,3.9,3.9,3.9,3.9
32001,3.9,3.9,3.9,3.9,3.9
42095,3.9,3.9,3.9,3.9,3.9
46561,3.9,3.9,3.9,3.9,3.9
40859,3.9,3.9,3.9,3.9,3.9
37605,3.9,3.9,3.9,3.9,3.9
1269,3.9,3.9,3.9,3.9,3.9
48263,3.9,3.9,3.9,3.9,3.9
36493,3.9,3.9,3.9,3.9,3.9
25973,3.9,3.9,3.9,3.9,3.9
7540,3.9,3.9,3.9,3.9,3.9
47290,3.9,3.9,3.9,3.9,3.9
37986,3.9,3.9,3.9,3.9,3.9
1000,3.9,3.9,3.9,3.9,3.9
8,3.9,3.9,3.9,3.9,3.9
12362,3.9,3.9,3.9,3.9,3.9
45725,3.9,3.9,3.9,3.9,3.9
15643,3.9,3.9,3.9,3.9,3.9
8183,3.9,3.9,3.9,3.9,3.9
40141,3.9,3.9,3.9,3.9,3.9
18706,3.9,3.9,3.9,3.9,3.9
23432,3.9,3.9,3.9,3.9,3.9
10064,3.9,3.9,3.9,3.9,3.9
45574,3.9,3.9,3.9,3.9,3.9
46937,3.9,3.9,3.9,3.9,3.9
49048,3.9,3.9,3.9,3.9,3.9
47192,3.9,3.9,3.9,3.9,3.9
4984,3.9,3.9,3.9,3.9,3.9
8918,3.9,3.9,3.9,3.9,3.9
4588,3.9,3.9,3.9,3.9,3.9
44963,3.9,3.9,3.9,3.9,3.9
21059,3.9,3.9,3.9,3.9,3.9
9254,3.9,3.9,3.9,3.9,3.9
28551,3.9,3.9,3.9,3.9,3.9
13760,3.9,3.9,3.9,3.9,3.9
16927,3.9,3.9,3.9,3.9,3.9
48158,3.9,3.9,3.9,3.9,3.9
13838,3.9,3.9,3.9,3.9,3.9
17094,3.9,3.9,3.9,3.9,3.9
27038,3.9,3.9,3.9,3.9,3.9
30422,3.9,3.9,3.9,3.9,3.9
6538,3.9,3.9,3.9,3.9,3.9
16379,3.9,3.9,3.9,3.9,3.9
23632,3.9,3.9,3.9,3.9,3.9
3463,3.9,3.9,3.9,3.9,3.9
882,3.9,3.9,3.9,3.9,3.9
27908,3.9,3.9,3.9,3.9,3.9
26682,3.9,3.9,3.9,3.9,3.9
15642,3.9,3.9,3.9,3.9,3.9
12021,3.9,3.9,3.9,3.9,3.9
39029,3.9,3.9,3.9,3.9,3.9
38999,3.9,3.9,3.9,3.9,3.9
18752,3.9,3.9,3.9,3.9,3.9
36836,3.9,3.9,3.9,3.9,3.9
5185,3.9,3.9,3.9,3.9,3.9
11989,3.9,3.9,3.9,3.9,3.9
44794,3.9,3.9,3.9,3.9,3.9
18859,3.9,3.9,3.9,3.9,3.9
39284,3.9,3.9,3.9,3.9,3.9
37532,3.9,3.9,3.9,3.9,3.9
46747,3.9,3.9,3.9,3.9,3.9
32841,3.9,3.9,3.9,3.9,3.9
19826,3.9,3.9,3.9,3.9,3.9
29628,3.9,3.9,3.9,3.9,3.9
45424,3.9,3.9,3.9,3.9,3.9
39256,3.9,3.9,3.9,3.9,3.9
39453,3.9,3.9,3.9,3.9,3.9
4532,3.9,3.9,3.9,3.9,3.9
40391,3.9,3.9,3.9,3.9,3.9
32304,3.9,3.9,3.9,3.9,3.9
4311,3.9,3.9,3.9,3.9,3.9
32051,3.9,3.9,3.9,3.9,3.9
13073,3.9,3.9,3.9,3.9,3.9
12816,3.9,3.9,3.9,3.9,3.9
33969,3.9,3.9,3.9,3.9,3.9
28722,3.9,3.9,3.9,3.9,3.9
23223,3.9,3.9,3.9,3.9,3.9
20967,3.9,3.9,3.9,3.9,3.9
11920,3.9,3.9,3.9,3.9,3.9
37462,3.9,3.9,3.9,3.9,3.9
1008,3.9,3.9,3.9,3.9,3.9
3623,3.9,3.9,3.9,3.9,3.9
8726,3.9,3.9,3.9,3.9,3.9
31311,3.9,3.9,3.9,3.9,3.9
18164,3.9,3.9,3.9,3.9,3.9
46737,3.9,3.9,3.9,3.9,3.9
2504,3.9,3.9,3.9,3.9,3.9
41656,3.9,3.9,3.9,3.9,3.9
48217,3.9,3.9,3.9,3.9,3.9
12059,3.9,3.9,3.9,3.9,3.9
8748,3.9,3.9,3.9,3.9,3.9
14045,3.9,3.9,3.9,3.9,3.9
14323,3.9,3.9,3.9,3.9,3.9
3049,3.9,3.9,3.9,3.9,3.9
25877,3.9,3.9,3.9,3.9,3.9
46489,3.9,3.9,3.9,3.9,3.9
22187,3.9,3.9,3.9,3.9,3.9
25983,3.9,3.9,3.9,3.9,3.9
48298,3.9,3.9,3.9,3.9,3.9
41912,3.9,3.9,3.9,3.9,3.9
6022,3.9,3.9,3.9,3.9,3.9
37994,3.9,3.9,3.9,3.9,3.9
25638,3.9,3.9,3.9,3.9,3.9
6696,3.9,3.9,3.9,3.9,3.9
8189,3.9,3.9,3.9,3.9,3.9
24543,3.9,3.9,3.9,3.9,3.9
12467,3.9,3.9,3.9,3.9,3.9
24201,3.9,3.9,3.9,3.9,3.9
35562,3.9,3.9,3.9,3.9,3.9
9944,3.9,3.9,3.9,3.9,3.9
1534,3.9,3.9,3.9,3.9,3.9
45846,3.9,3.9,3.9,3.9,3.9
42628,3.9,3.9,3.9,3.9,3.9
45569,3.9,3.9,3.9,3.9,3.9
4206,3.9,3.9,3.9,3.9,3.9
34643,3.9,3.9,3.9,3.9,3.9
21495,3.9,3.9,3.9,3.9,3.9
37774,3.9,3.9,3.9,3.9,3.9
32774,3.9,3.9,3.9,3.9,3.9
14377,3.9,3.9,3.9,3.9,3.9
31582,3.9,3.9,3.9,3.9,3.9
5509,3.9,3.9,3.9,3.9,3.9
29469,3.9,3.9,3.9,3.9,3.9
49228,3.9,3.9,3.9,3.9,3.9
44399,3.9,3.9,3.9,3.9,3.9
44793,3.9,3.9,3.9,3.9,3.9
40469,3.9,3.9,3.9,3.9,3.9
38103,3.9,3.9,3.9,3.9,3.9
35394,3.9,3.9,3.9,3.9,3.9
36535,3.9,3.9,3.9,3.9,3.9
13322,3.9,3.9,3.9,3.9,3.9
66,3.9,3.9,3.9,3.9,3.9
20577,3.9,3.9,3.9,3.9,3.9
38744,3.9,3.9,3.9,3.9,3.9
23469,3.9,3.9,3.9,3.9,3.9
14933,3.9,3.9,3.9,3.9,3.9
41961,3.9,3.9,3.9,3.9,3.9
18267,3.9,3.9,3.9,3.9,3.9
3965,3.9,3.9,3.9,3.9,3.9
7526,3.9,3.9,3.9,3.9,3.9
21682,3.9,3.9,3.9,3.9,3.9
48364,3.9,3.9,3.9,3.9,3.9
30131,3.9,3.9,3.9,3.9,3.9
37242,3.9,3.9,3.9,3.9,3.9
39677,3.9,3.9,3.9,3.9,3.9
20638,3.9,3.9,3.9,3.9,3.9
28417,3.9,3.9,3.9,3.9,3.9
44074,3.9,3.9,3.9,3.9,3.9
41443,3.9,3.9,3.9,3.9,3.9
15976,3.9,3.9,3.9,3.9,3.9
47573,3.9,3.9,3.9,3.9,3.9
19196,3.9,3.9,3.9,3.9,3.9
32024,3.9,3.9,3.9,3.9,3.9
24668,3.9,3.9,3.9,3.9,3.9
6232,3.9,3.9,3.9,3.9,3.9
226,3.9,3.9,3.9,3.9,3.9
7935,3.9,3.9,3.9,3.9,3.9
13317,3.9,3.9,3.9,3.9,3.9
44872,3.9,3.9,3.9,3.9,3.9
39609,3.9,3.9,3.9,3.9,3.9
24926,3.9,3.9,3.9,3.9,3.9
2981,3.9,3.9,3.9,3.9,3.9
10005,3.9,3.9,3.9,3.9,3.9
41083,3.9,3.9,3.9,3.9,3.9
1857,3.9,3.9,3.9,3.9,3.9
38003,3.9,3.9,3.9,3.9,3.9
33492,3.9,3.9,3.9,3.9,3.9
49404,3.9,3.9,3.9,3.9,3.9
12905,3.9,3.9,3.9,3.9,3.9
33735,3.9,3.9,3.9,3.9,3.9
33378,3.9,3.9,3.9,3.9,3.9
4328,3.9,3.9,3.9,3.9,3.9
25785,3.9,3.9,3.9,3.9,3.9
16120,3.9,3.9,3.9,3.9,3.9
14561,3.9,3.9,3.9,3.9,3.9
23226,3.9,3.9,3.9,3.9,3.9
14388,3.9,3.9,3.9,3.9,3.9
43875,3.9,3.9,3.9,3.9,3.9
4021,3.9,3.9,3.9,3.9,3.9
13337,3.9,3.9,3.9,3.9,3.9
28525,3.9,3.9,3.9,3.9,3.9
23503,3.9,3.9,3.9,3.9,3.9
18242,3.9,3.9,3.9,3.9,3.9
38000,3.9,3.9,3.9,3.9,3.9
25399,3.9,3.9,3.9,3.9,3.9
12814,3.9,3.9,3.9,3.9,3.9
13310,3.9,3.9,3.9,3.9,3.9
32088,3.9,3.9,3.9,3.9,3.9
15522,3.9,3.9,3.9,3.9,3.9
33827,3.9,3.9,3.9,3.9,3.9
29355,3.9,3.9,3.9,3.9,3.9
32617,3.9,3.9,3.9,3.9,3.9
20321,3.9,3.9,3.9,3.9,3.9
654,3.9,3.9,3.9,3.9,3.9
36815,3.9,3.9,3.9,3.9,3.9
32899,3.9,3.9,3.9,3.9,3.9
5024,3.9,3.9,3.9,3.9,3.9
18038,3.9,3.9,3.9,3.9,3.9
23416,3.9,3.9,3.9,3.9,3.9
18488,3.9,3.9,3.9,3.9,3.9
43099,3.9,3.9,3.9,3.9,3.9
15277,3.9,3.9,3.9,3.9,3.9
20583,3.9,3.9,3.9,3.9,3.9
34324,3.9,3.9,3.9,3.9,3.9
9438,3.9,3.9,3.9,3.9,3.9
37983,3.9,3.9,3.9,3.9,3.9
14226,3.9,3.9,3.9,3.9,3.9
19656,3.9,3.9,3.9,3.9,3.9
9349,3.9,3.9,3.9,3.9,3.9
46627,3.9,3.9,3.9,3.9,3.9
45733,3.9,3.9,3.9,3.9,3.9
32503,3.9,3.9,3.9,3.9,3.9
505,3.9,3.9,3.9,3.9,3.9
2357,3.9,3.9,3.9,3.9,3.9
44128,3.9,3.9,3.9,3.9,3.9
29565,3.9,3.9,3.9,3.9,3.9
30211,3.9,3.9,3.9,3.9,3.9
37147,3.9,3.9,3.9,3.9,3.9
42994,3.9,3.9,3.9,3.9,3.9
41806,3.9,3.9,3.9,3.9,3.9
45159,3.9,3.9,3.9,3.9,3.9
30817,3.9,3.9,3.9,3.9,3.9
6292,3.9,3.9,3.9,3.9,3.9
42378,3.9,3.9,3.9,3.9,3.9
42597,3.9,3.9,3.9,3.9,3.9
39942,3.9,3.9,3.9,3.9,3.9
36436,3.9,3.9,3.9,3.9,3.9
2976,3.9,3.9,3.9,3.9,3.9
47028,3.9,3.9,3.9,3.9,3.9
49877,3.9,3.9,3.9,3.9,3.9
37485,3.9,3.9,3.9,3.9,3.9
7141,3.9,3.9,3.9,3.9,3.9
27289,3.9,3.9,3.9,3.9,3.9
15203,3.9,3.9,3.9,3.9,3.9
16514,3.9,3.9,3.9,3.9,3.9
35653,3.9,3.9,3.9,3.9,3.9
32939,3.9,3.9,3.9,3.9,3.9
10804,3.9,3.9,3.9,3.9,3.9
8765,3.9,3.9,3.9,3.9,3.9
42035,3.9,3.9,3.9,3.9,3.9
14474,3.9,3.9,3.9,3.9,3.9
29488,3.9,3.9,3.9,3.9,3.9
8518,3.9,3.9,3.9,3.9,3.9
23885,3.9,3.9,3.9,3.9,3.9
45819,3.9,3.9,3.9,3.9,3.9
13063,3.9,3.9,3.9,3.9,3.9
10459,3.9,3.9,3.9,3.9,3.9
18944,3.9,3.9,3.9,3.9,3.9
37134,3.9,3.9,3.9,3.9,3.9
32330,3.9,3.9,3.9,3.9,3.9
32369,3.9,3.9,3.9,3.9,3.9
11869,3.9,3.9,3.9,3.9,3.9
40442,3.9,3.9,3.9,3.9,3.9
21476,3.9,3.9,3.9,3.9,3.9
15297,3.9,3.9,3.9,3.9,3.9
44714,3.9,3.9,3.9,3.9,3.9
9946,3.9,3.9,3.9,3.9,3.9
26158,3.9,3.9,3.9,3.9,3.9
4384,3.9,3.9,3.9,3.9,3.9
35281,3.9,3.9,3.9,3.9,3.9
22617,3.9,3.9,3.9,3.9,3.9
28468,3.9,3.9,3.9,3.9,3.9
38464,3.9,3.9,3.9,3.9,3.9
1157,3.9,3.9,3.9,3.9,3.9
4649,3.9,3.9,3.9,3.9,3.9
24774,3.9,3.9,3.9,3.9,3.9
12199,3.9,3.9,3.9,3.9,3.9
33992,3.9,3.9,3.9,3.9,3.9
48216,3.9,3.9,3.9,3.9,3.9
48247,3.9,3.9,3.9,3.9,3.9
36642,3.9,3.9,3.9,3.9,3.9
25574,3.9,3.9,3.9,3.9,3.9
42834,3.9,3.9,3.9,3.9,3.9
14034,3.9,3.9,3.9,3.9,3.9
8286,3.9,3.9,3.9,3.9,3.9
35300,3.9,3.9,3.9,3.9,3.9
15028,3.9,3.9,3.9,3.9,3.9
14773,3.9,3.9,3.9,3.9,3.9
33279,3.9,3.9,3.9,3.9,3.9
20865,3.9,3.9,3.9,3.9,3.9
33722,3.9,3.9,3.9,3.9,3.9
18932,3.9,3.9,3.9,3.9,3.9
22903,3.9,3.9,3.9,3.9,3.9
46853,3.9,3.9,3.9,3.9,3.9
13855,3.9,3.9,3.9,3.9,3.9
40190,3.9,3.9,3.9,3.9,3.9
10061,3.9,3.9,3.9,3.9,3.9
6017,3.9,3.9,3.9,3.9,3.9
26744,3.9,3.9,3.9,3.9,3.9
23051,3.9,3.9,3.9,3.9,3.9
17475,3.9,3.9,3.9,3.9,3.9
7487,3.9,3.9,3.9,3.9,3.9
32992,3.9,3.9,3.9,3.9,3.9
45439,3.9,3.9,3.9,3.9,3.9
33882,3.9,3.9,3.9,3.9,3.9
5315,3.9,3.9,3.9,3.9,3.9
28426,3.9,3.9,3.9,3.9,3.9
34517,3.9,3.9,3.9,3.9,3.9
26718,3.9,3.9,3.9,3.9,3.9
15123,3.9,3.9,3.9,3.9,3.9
39070,3.9,3.9,3.9,3.9,3.9
32506,3.9,3.9,3.9,3.9,3.9
47703,3.9,3.9,3.9,3.9,3.9
16809,3.9,3.9,3.9,3.9,3.9
16736,3.9,3.9,3.9,3.9,3.9
13867,3.9,3.9,3.9,3.9,3.9
26376,3.9,3.9,3.9,3.9,3.9
44373,3.9,3.9,3.9,3.9,3.9
42652,3.9,3.9,3.9,3.9,3.9
15563,3.9,3.9,3.9,3.9,3.9
7272,3.9,3.9,3.9,3.9,3.9
15636,3.9,3.9,3.9,3.9,3.9
32573,3.9,3.9,3.9,3.9,3.9
3129,3.9,3.9,3.9,3.9,3.9
32985,3.9,3.9,3.9,3.9,3.9
8048,3.9,3.9,3.9,3.9,3.9
31364,3.9,3.9,3.9,3.9,3.9
18458,3.9,3.9,3.9,3.9,3.9
33636,3.9,3.9,3.9,3.9,3.9
203,3.9,3.9,3.9,3.9,3.9
22404,3.9,3.9,3.9,3.9,3.9
41124,3.9,3.9,3.9,3.9,3.9
8422,3.9,3.9,3.9,3.9,3.9
12093,3.9,3.9,3.9,3.9,3.9
46661,3.9,3.9,3.9,3.9,3.9
4886,3.9,3.9,3.9,3.9,3.9
22869,3.9,3.9,3.9,3.9,3.9
9365,3.9,3.9,3.9,3.9,3.9
18227,3.9,3.9,3.9,3.9,3.9
4118,3.9,3.9,3.9,3.9,3.9
28792,3.9,3.9,3.9,3.9,3.9
22445,3.9,3.9,3.9,3.9,3.9
14615,3.9,3.9,3.9,3.9,3.9
33293,3.9,3.9,3.9,3.9,3.9
19096,3.9,3.9,3.9,3.9,3.9
26199,3.9,3.9,3.9,3.9,3.9
7857,3.9,3.9,3.9,3.9,3.9
42728,3.9,3.9,3.9,3.9,3.9
27173,3.9,3.9,3.9,3.9,3.9
25535,3.9,3.9,3.9,3.9,3.9
13445,3.9,3.9,3.9,3.9,3.9
35213,3.9,3.9,3.9,3.9,3.9
40246,3.9,3.9,3.9,3.9,3.9
44567,3.9,3.9,3.9,3.9,3.9
26280,3.9,3.9,3.9,3.9,3.9
19912,3.9,3.9,3.9,3.9,3.9
20605,3.9,3.9,3.9,3.9,3.9
16355,3.9,3.9,3.9,3.9,3.9
44297,3.9,3.9,3.9,3.9,3.9
8910,3.9,3.9,3.9,3.9,3.9
3752,3.9,3.9,3.9,3.9,3.9
28806,3.9,3.9,3.9,3.9,3.9
25696,3.9,3.9,3.9,3.9,3.9
11288,3.9,3.9,3.9,3.9,3.9
21014,3.9,3.9,3.9,3.9,3.9
8619,3.9,3.9,3.9,3.9,3.9
5923,3.9,3.9,3.9,3.9,3.9
34290,3.9,3.9,3.9,3.9,3.9
7083,3.9,3.9,3.9,3.9,3.9
19982,3.9,3.9,3.9,3.9,3.9
2168,3.9,3.9,3.9,3.9,3.9
44286,3.9,3.9,3.9,3.9,3.9
11536,3.9,3.9,3.9,3.9,3.9
37724,3.9,3.9,3.9,3.9,3.9
8284,3.9,3.9,3.9,3.9,3.9
32289,3.9,3.9,3.9,3.9,3.9
44481,3.9,3.9,3.9,3.9,3.9
2809,3.9,3.9,3.9,3.9,3.9
14027,3.9,3.9,3.9,3.9,3.9
43329,3.9,3.9,3.9,3.9,3.9
19239,3.9,3.9,3.9,3.9,3.9
32515,3.9,3.9,3.9,3.9,3.9
24026,3.9,3.9,3.9,3.9,3.9
10453,3.9,3.9,3.9,3.9,3.9
40679,3.9,3.9,3.9,3.9,3.9
43256,3.9,3.9,3.9,3.9,3.9
39888,3.9,3.9,3.9,3.9,3.9
45697,3.9,3.9,3.9,3.9,3.9
38334,3.9,3.9,3.9,3.9,3.9
26095,3.9,3.9,3.9,3.9,3.9
11547,3.9,3.9,3.9,3.9,3.9
34682,3.9,3.9,3.9,3.9,3.9
21766,3.9,3.9,3.9,3.9,3.9
48520,3.9,3.9,3.9,3.9,3.9
10235,3.9,3.9,3.9,3.9,3.9
5216,3.9,3.9,3.9,3.9,3.9
49046,3.9,3.9,3.9,3.9,3.9
30203,3.9,3.9,3.9,3.9,3.9
23985,3.9,3.9,3.9,3.9,3.9
29854,3.9,3.9,3.9,3.9,3.9
21563,3.9,3.9,3.9,3.9,3.9
9681,3.9,3.9,3.9,3.9,3.9
34766,3.9,3.9,3.9,3.9,3.9
36847,3.9,3.9,3.9,3.9,3.9
506,3.9,3.9,3.9,3.9,3.9
8454,3.9,3.9,3.9,3.9,3.9
46650,3.9,3.9,3.9,3.9,3.9
23813,3.9,3.9,3.9,3.9,3.9
48274,3.9,3.9,3.9,3.9,3.9
526,3.9,3.9,3.9,3.9,3.9
29831,3.9,3.9,3.9,3.9,3.9
41687,3.9,3.9,3.9,3.9,3.9
44733,3.9,3.9,3.9,3.9,3.9
29149,3.9,3.9,3.9,3.9,3.9
19427,3.9,3.9,3.9,3.9,3.9
4254,3.9,3.9,3.9,3.9,3.9
27385,3.9,3.9,3.9,3.9,3.9
48572,3.9,3.9,3.9,3.9,3.9
42742,3.9,3.9,3.9,3.9,3.9
45176,3.9,3.9,3.9,3.9,3.9
47530,3.9,3.9,3.9,3.9,3.9
33956,3.9,3.9,3.9,3.9,3.9
34398,3.9,3.9,3.9,3.9,3.9
22343,3.9,3.9,3.9,3.9,3.9
42052,3.9,3.9,3.9,3.9,3.9
8080,3.9,3.9,3.9,3.9,3.9
45605,3.9,3.9,3.9,3.9,3.9
3805,3.9,3.9,3.9,3.9,3.9
43334,3.9,3.9,3.9,3.9,3.9
17844,3.9,3.9,3.9,3.9,3.9
31702,3.9,3.9,3.9,3.9,3.9
27907,3.9,3.9,3.9,3.9,3.9
23883,3.9,3.9,3.9,3.9,3.9
23324,3.9,3.9,3.9,3.9,3.9
5656,3.9,3.9,3.9,3.9,3.9
1752,3.9,3.9,3.9,3.9,3.9
7729,3.9,3.9,3.9,3.9,3.9
18440,3.9,3.9,3.9,3.9,3.9
19978,3.9,3.9,3.9,3.9,3.9
16583,3.9,3.9,3.9,3.9,3.9
42412,3.9,3.9,3.9,3.9,3.9
39333,3.9,3.9,3.9,3.9,3.9
14916,3.9,3.9,3.9,3.9,3.9
12963,3.9,3.9,3.9,3.9,3.9
15812,3.9,3.9,3.9,3.9,3.9
48983,3.9,3.9,3.9,3.9,3.9
37939,3.9,3.9,3.9,3.9,3.9
37788,3.9,3.9,3.9,3.9,3.9
13781,3.9,3.9,3.9,3.9,3.9
10409,3.9,3.9,3.9,3.9,3.9
37683,3.9,3.9,3.9,3.9,3.9
27245,3.9,3.9,3.9,3.9,3.9
70,3.9,3.9,3.9,3.9,3.9
1795,3.9,3.9,3.9,3.9,3.9
19389,3.9,3.9,3.9,3.9,3.9
47036,3.9,3.9,3.9,3.9,3.9
33725,3.9,3.9,3.9,3.9,3.9
27731,3.9,3.9,3.9,3.9,3.9
40016,3.9,3.9,3.9,3.9,3.9
3907,3.9,3.9,3.9,3.9,3.9
20632,3.9,3.9,3.9,3.9,3.9
38683,3.9,3.9,3.9,3.9,3.9
19052,3.9,3.9,3.9,3.9,3.9
13694,3.9,3.9,3.9,3.9,3.9
23060,3.9,3.9,3.9,3.9,3.9
44544,3.9,3.9,3.9,3.9,3.9
44507,3.9,3.9,3.9,3.9,3.9
3769,3.9,3.9,3.9,3.9,3.9
1922,3.9,3.9,3.9,3.9,3.9
32166,3.9,3.9,3.9,3.9,3.9
29120,3.9,3.9,3.9,3.9,3.9
38515,3.9,3.9,3.9,3.9,3.9
45083,3.9,3.9,3.9,3.9,3.9
48687,3.9,3.9,3.9,3.9,3.9
44687,3.9,3.9,3.9,3.9,3.9
13551,3.9,3.9,3.9,3.9,3.9
35017,3.9,3.9,3.9,3.9,3.9
38093,3.9,3.9,3.9,3.9,3.9
29391,3.9,3.9,3.9,3.9,3.9
26443,3.9,3.9,3.9,3.9,3.9
16234,3.9,3.9,3.9,3.9,3.9
16160,3.9,3.9,3.9,3.9,3.9
41346,3.9,3.9,3.9,3.9,3.9
41971,3.9,3.9,3.9,3.9,3.9
38307,3.9,3.9,3.9,3.9,3.9
23228,3.9,3.9,3.9,3.9,3.9
